Product ;Day Contacted;Inventory Levels;Manufactured Goods (%);Manufactured Goods %;Multiple Retailers;Plant;Product Advertised;Type;Demand Type;Forecast Accuracy;Forecast Bias
not on backorder;31;High;<75%;312,00%;no;Ohio;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;124;High;<75%;840,00%;no;Ohio;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;310;High;<75%;2260,00%;no;Ohio;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;39;High;<75%;318,00%;no;Ohio;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;234;High;<75%;1808,00%;no;Ohio;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;30;High;<75%;134,00%;no;Ohio;yes;telephone;Cyclical;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;19;High;<75%;160,00%;no;Ohio;yes;telephone;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;1;High;<75%;126,00%;no;Ohio;yes;telephone;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;42;High;<75%;268,00%;no;Ohio;yes;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;High;<75%;290,00%;no;Ohio;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;24;High;<75%;318,00%;no;Ohio;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent under (<-20%)
not on backorder;31;High;<75%;328,00%;no;Ohio;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;55;High;<75%;586,00%;no;Ohio;yes;telephone;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;50;High;<75%;636,00%;no;Ohio;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;198;High;<75%;1560,00%;no;Ohio;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;23;High;<75%;132,00%;no;Oregon;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;22;High;<75%;156,00%;no;Oregon;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;52;High;<75%;306,00%;no;Oregon;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;76;High;<75%;390,00%;no;Oregon;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;22;High;<75%;158,00%;no;Oregon;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;5;High;<75%;122,00%;no;Oregon;yes;unknown;Stable (High Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;18;High;<75%;122,00%;no;Oregon;yes;unknown;Stable (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;26;High;<75%;244,00%;no;Oregon;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;4;High;<75%;130,00%;no;Pennsylvania;no;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;10;High;<75%;134,00%;no;Pennsylvania;yes;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;23;High;<75%;130,00%;no;Pennsylvania;yes;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;3;High;<75%;144,00%;no;Pennsylvania;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;2;High;<75%;268,00%;no;Pennsylvania;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;10;High;<75%;130,00%;no;Pennsylvania;yes;cellular;No Segment;Between 50% and 70 %;Consistent over (>20%)
not on backorder;25;High;<75%;122,00%;no;Pennsylvania;yes;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;6;High;<75%;122,00%;no;Pennsylvania;yes;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;14;High;<75%;124,00%;no;Pennsylvania;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;4;High;<75%;124,00%;no;Pennsylvania;yes;cellular;Stable (High Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;6;High;<75%;166,00%;no;Pennsylvania;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;4;High;<75%;146,00%;no;Pennsylvania;yes;cellular;Volatile (Low Price);Below 50%;Consistent over (>20%)
not on backorder;9;High;<75%;154,00%;no;Pennsylvania;yes;cellular;Volatile (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;39;High;<75%;596,00%;no;Pennsylvania;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;27;High;<75%;154,00%;no;Pennsylvania;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;91;High;<75%;934,00%;no;Pennsylvania;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;10;High;<75%;260,00%;no;Pennsylvania;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;193;High;<75%;1708,00%;no;Pennsylvania;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;9;High;<75%;164,00%;no;Pennsylvania;yes;telephone;Cyclical;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;9;High;<75%;250,00%;no;Pennsylvania;yes;telephone;Cyclical;Between 70 and 85%;Consistent over (>20%)
not on backorder;16;High;<75%;256,00%;no;Pennsylvania;yes;telephone;Cyclical;Between 70 and 85%;Consistent under (<-20%)
not on backorder;28;High;<75%;138,00%;no;Pennsylvania;yes;telephone;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;1;High;<75%;126,00%;no;Pennsylvania;yes;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;9;High;<75%;140,00%;no;Pennsylvania;yes;telephone;Volatile (Low Price);Below 50%;Moderate over (5% to 20%)
not on backorder;6;High;<75%;278,00%;no;Pennsylvania;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;7;High;<75%;172,00%;no;Pennsylvania;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent under (<-20%)
not on backorder;57;High;<75%;808,00%;no;Pennsylvania;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;51;High;<75%;748,00%;no;Pennsylvania;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;44;High;<75%;958,00%;no;Pennsylvania;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;30;High;<75%;132,00%;no;Texas;no;cellular;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;16;High;<75%;124,00%;no;Texas;no;telephone;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;10;High;<75%;122,00%;no;Texas;yes;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;21;High;<75%;246,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;13;High;<75%;122,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;8;High;<75%;130,00%;no;Texas;yes;cellular;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;4;High;<75%;138,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;25;High;<75%;122,00%;no;Texas;yes;cellular;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;24;High;<75%;122,00%;no;Texas;yes;cellular;Seasonal;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;9;High;<75%;122,00%;no;Texas;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;52;High;<75%;294,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;17;High;<75%;142,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate under (-5% to -20%)
not on backorder;99;High;<75%;1074,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;16;High;<75%;122,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;102;High;<75%;1068,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;17;High;<75%;146,00%;no;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate under (-5% to -20%)
not on backorder;8;High;<75%;154,00%;no;Texas;yes;telephone;Cyclical;Between 70 and 85%;Consistent under (<-20%)
not on backorder;2;High;<75%;140,00%;no;Texas;yes;telephone;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;30;High;<75%;126,00%;no;Texas;yes;telephone;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;2;High;<75%;132,00%;no;Texas;yes;telephone;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;16;High;<75%;126,00%;no;Texas;yes;telephone;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;2;High;<75%;144,00%;no;Texas;yes;telephone;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;13;High;<75%;150,00%;no;Texas;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;9;High;<75%;162,00%;no;Texas;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent under (<-20%)
not on backorder;5;High;<75%;156,00%;no;Texas;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;6;High;<75%;156,00%;no;Texas;yes;telephone;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;43;High;<75%;568,00%;no;Texas;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;51;High;<75%;558,00%;no;Texas;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;19;High;<75%;122,00%;no;Washington;no;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;11;High;<75%;144,00%;no;Washington;yes;cellular;Cyclical;Between 70 and 85%;Consistent under (<-20%)
not on backorder;13;High;<75%;132,00%;no;Washington;yes;cellular;Growing;Below 50%;Accurate (5% to -5%)
not on backorder;51;High;<75%;538,00%;no;Washington;yes;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;62;High;<75%;494,00%;no;Washington;yes;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;4;High;<75%;134,00%;no;Washington;yes;cellular;Growing;Between 70 and 85%;Consistent under (<-20%)
not on backorder;12;High;<75%;140,00%;no;Washington;yes;cellular;Intermittent;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;13;High;<75%;134,00%;no;Washington;yes;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;10;High;<75%;130,00%;no;Washington;yes;cellular;No Segment;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;31;High;<75%;124,00%;no;Washington;yes;cellular;No Segment;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;28;High;<75%;132,00%;no;Washington;yes;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;7;High;<75%;132,00%;no;Washington;yes;cellular;Seasonal;Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;<75%;138,00%;no;Washington;yes;cellular;Stable (High Price);Below 50%;Consistent under (<-20%)
not on backorder;7;High;<75%;122,00%;no;Washington;yes;cellular;Stable (High Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;46;High;<75%;570,00%;no;Washington;yes;cellular;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;17;High;<75%;140,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;14;High;<75%;122,00%;no;Washington;yes;cellular;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;14;High;<75%;144,00%;no;Washington;yes;cellular;Volatile (Low Price);Below 50%;Accurate (5% to -5%)
not on backorder;65;High;<75%;400,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;42;High;<75%;400,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;2;High;<75%;130,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent under (<-20%)
not on backorder;47;High;<75%;760,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;193;High;<75%;1928,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;303;High;<75%;3166,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;35;High;<75%;416,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;178;High;<75%;1560,00%;no;Washington;yes;cellular;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;11;High;<75%;136,00%;no;Washington;yes;telephone;Cyclical;Between 70 and 85%;Consistent under (<-20%)
not on backorder;10;High;<75%;126,00%;no;Washington;yes;telephone;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;11;High;<75%;146,00%;no;Washington;yes;telephone;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;<75%;132,00%;no;Washington;yes;telephone;Stable (High Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;25;High;<75%;128,00%;no;Washington;yes;telephone;Stable (High Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;5;High;<75%;150,00%;no;Washington;yes;telephone;Stable (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;34;High;<75%;400,00%;no;Washington;yes;telephone;Stable (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;20;High;<75%;314,00%;no;Washington;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;28;High;<75%;144,00%;no;Washington;yes;telephone;Volatile (Low Price);Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;38;High;<75%;330,00%;no;Washington;yes;telephone;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;82;High;<75%;752,00%;no;Washington;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;81;High;<75%;870,00%;no;Washington;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;151;High;<75%;1606,00%;no;Washington;yes;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;7;High;<75%;142,00%;yes;Florida;yes;cellular;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;7;High;<75%;122,00%;yes;Georgia;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;5;High;<75%;144,00%;yes;Massachusetts;yes;cellular;Volatile (Low Price);Below 50%;Consistent under (<-20%)
not on backorder;31;High;<75%;122,00%;yes;New York;yes;cellular;Volatile (Low Price);Between 50% and 70 %;Consistent over (>20%)
not on backorder;3;High;<75%;122,00%;yes;New York;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;4;High;<75%;122,00%;yes;New York;yes;unknown;Volatile (Low Price);Between 70 and 85%;Consistent under (<-20%)
not on backorder;2;High;<75%;122,00%;yes;Oregon;no;unknown;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;9;High;<75%;124,00%;yes;Pennsylvania;yes;telephone;Volatile (Low Price);Between 70 and 85%;Consistent over (>20%)
not on backorder;9;High;<75%;128,00%;yes;Texas;yes;cellular;Volatile (Low Price);Between 70 and 85%;Accurate (5% to -5%)
not on backorder;18;High;<75%;122,00%;yes;Washington;no;telephone;Volatile (Low Price);Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;11;High;Between 100%-125%;112,00%;no;California;no;cellular;Declining;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;26;High;Between 100%-125%;350,00%;no;California;no;cellular;Declining;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;6;High;Between 100%-125%;116,00%;no;California;no;cellular;Declining;Between 70 and 85%;Consistent under (<-20%)
not on backorder;15;High;Between 100%-125%;118,00%;no;California;no;cellular;Declining;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;52;High;Between 100%-125%;460,00%;no;California;no;cellular;Growing;Between 50% and 70 %;Accurate (5% to -5%)
not on backorder;13;High;Between 100%-125%;112,00%;no;California;no;cellular;Growing;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;104;High;Between 100%-125%;1152,00%;no;California;no;cellular;Growing;Between 70 and 85%;Accurate (5% to -5%)
not on backorder;15;High;Between 100%-125%;114,00%;no;California;no;cellular;Growing;Between 70 and 85%;Consistent over (>20%)
not on backorder;67;High;Between 100%-125%;698,00%;no;California;no;cellular;Growing;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;15;High;Between 100%-125%;112,00%;no;California;no;cellular;Intermittent;Below 50%;Consistent over (>20%)
not on backorder;11;High;Between 100%-125%;114,00%;no;California;no;cellular;Intermittent;Between 50% and 70 %;Consistent over (>20%)
not on backorder;8;High;Between 100%-125%;114,00%;no;California;no;cellular;Intermittent;Between 50% and 70 %;Moderate over (5% to 20%)
not on backorder;51;High;Between 100%-125%;680,00%;no;California;no;cellular;Intermittent;Between 70 and 85%;Consistent over (>20%)
not on backorder;13;High;Between 100%-125%;112,00%;no;California;no;cellular;Intermittent;Between 70 and 85%;Consistent under (<-20%)
not on backorder;15;High;Between 100%-125%;116,00%;no;California;no;cellular;Intermittent;Between 70 and 85%;Moderate over (5% to 20%)
not on backorder;54;High;Between 100%-125%;460,00%;no;California;no;cellular;Seasonal;Below 50%;Consistent over (>20%)
not on backorder;26;High;Between 100%-125%;232,00%;no;California;no;cellular;Seasonal;Between 50% and 70 %;Consistent over (>20%)
not on backorder;8;High;Between 100%-125%;112,00%;no;California;no;cellular;Seasonal;Between 50% and 70 %;Consistent under (<-20%)
not on backorder;20;High;Between 100%-125%;232,00%;no;California;no;cellular;Seasonal;Between 50% and 70 %;Moderate over (5% to 20%)
